"filename", "language", "HTML", "Rust", "TOML", "Markdown", "comment", "blank", "total"
"/home/sanzor/aproc/actors/src/user_actor/api/regions.rs", "Rust", 0, 98, 0, 0, 0, 15, 113
"/home/sanzor/aproc/actors/src/user_actor/api/tracks.rs", "Rust", 0, 107, 0, 0, 0, 16, 123
"/home/sanzor/aproc/actors/src/user_actor/api/user.rs", "Rust", 0, 66, 0, 0, 0, 10, 76
"/home/sanzor/aproc/actors/src/user_actor/create_user_actor_params.rs", "Rust", 0, 12, 0, 0, 0, 3, 15
"/home/sanzor/aproc/actors/src/user_actor/create_user_data.rs", "Rust", 0, 5, 0, 0, 0, 1, 6
"/home/sanzor/aproc/actors/src/user_actor/get_all_players_result.rs", "Rust", 0, 4, 0, 0, 0, 2, 6
"/home/sanzor/aproc/actors/src/user_actor/get_player_result.rs", "Rust", 0, 6, 0, 0, 0, 3, 9
"/home/sanzor/aproc/actors/src/user_actor/mod.rs", "Rust", 0, 11, 0, 0, 0, 1, 12
"/home/sanzor/aproc/actors/src/user_actor/player_factory.rs", "Rust", 0, 18, 0, 0, 0, 4, 22
"/home/sanzor/aproc/actors/src/user_actor/players_provider.rs", "Rust", 0, 16, 0, 0, 0, 3, 19
"/home/sanzor/aproc/actors/src/user_actor/user_actor.rs", "Rust", 0, 31, 0, 0, 0, 3, 34
"/home/sanzor/aproc/actors/src/user_actor/user_actor_deps.rs", "Rust", 0, 8, 0, 0, 0, 4, 12
"/home/sanzor/aproc/actors/src/user_actor/user_actor_registry.rs", "Rust", 0, 35, 0, 0, 0, 8, 43
"/home/sanzor/aproc/actors/src/user_actor/user_attach_sink.rs", "Rust", 0, 10, 0, 0, 0, 2, 12
"/home/sanzor/aproc/actors/src/user_actor/user_remove_sink.rs", "Rust", 0, 5, 0, 0, 0, 2, 7
"/home/sanzor/aproc/api/Cargo.toml", "TOML", 0, 0, 40, 0, 0, 1, 41
"/home/sanzor/aproc/api/src/app_data.rs", "Rust", 0, 8, 0, 0, 0, 4, 12
"/home/sanzor/aproc/api/src/controllers/facebook_controller.rs", "Rust", 0, 12, 0, 0, 2, 2, 16
"/home/sanzor/aproc/api/src/controllers/google_controller.rs", "Rust", 0, 246, 0, 0, 1, 17, 264
"/home/sanzor/aproc/api/src/controllers/mod.rs", "Rust", 0, 9, 0, 0, 0, 1, 10
"/home/sanzor/aproc/api/src/controllers/player_controller.rs", "Rust", 0, 153, 0, 0, 0, 21, 174
"/home/sanzor/aproc/api/src/controllers/region_set_controller.rs", "Rust", 0, 105, 0, 0, 0, 14, 119
"/home/sanzor/aproc/api/src/controllers/regions_controller.rs", "Rust", 0, 117, 0, 0, 0, 13, 130
"/home/sanzor/aproc/api/src/controllers/tracks_crud_controller.rs", "Rust", 0, 322, 0, 0, 2, 42, 366
"/home/sanzor/aproc/api/src/controllers/user_controller.rs", "Rust", 0, 128, 0, 0, 0, 12, 140
"/home/sanzor/aproc/api/src/controllers/utils.rs", "Rust", 0, 19, 0, 0, 0, 3, 22
"/home/sanzor/aproc/api/src/controllers/ws_controller.rs", "Rust", 0, 179, 0, 0, 6, 15, 200
"/home/sanzor/aproc/api/src/dtos/authenticated_user.rs", "Rust", 0, 27, 0, 0, 1, 6, 34
"/home/sanzor/aproc/api/src/dtos/claims.rs", "Rust", 0, 9, 0, 0, 0, 2, 11
"/home/sanzor/aproc/api/src/dtos/google_user_info.rs", "Rust", 0, 8, 0, 0, 0, 2, 10
"/home/sanzor/aproc/api/src/dtos/mod.rs", "Rust", 0, 4, 0, 0, 0, 1, 5
"/home/sanzor/aproc/api/src/dtos/token_response.rs", "Rust", 0, 9, 0, 0, 0, 2, 11
"/home/sanzor/aproc/api/src/lib.rs", "Rust", 0, 8, 0, 0, 0, 2, 10
"/home/sanzor/aproc/api/src/main.rs", "Rust", 0, 72, 0, 0, 4, 8, 84
"/home/sanzor/aproc/api/src/tests/google_controller_test.rs", "Rust", 0, 84, 0, 0, 0, 8, 92
"/home/sanzor/aproc/api/src/tests/mod.rs", "Rust", 0, 7, 0, 0, 0, 1, 8
"/home/sanzor/aproc/api/src/tests/player_controller_test.rs", "Rust", 0, 73, 0, 0, 7, 11, 91
"/home/sanzor/aproc/api/src/tests/tracks_crud_controller_test.rs", "Rust", 0, 266, 0, 0, 0, 25, 291
"/home/sanzor/aproc/api/src/tests/user_controller_test.rs", "Rust", 0, 200, 0, 0, 0, 18, 218
"/home/sanzor/aproc/api/src/tests/user_resolver_test.rs", "Rust", 0, 108, 0, 0, 0, 7, 115
"/home/sanzor/aproc/api/src/tests/utils.rs", "Rust", 0, 154, 0, 0, 0, 12, 166
"/home/sanzor/aproc/api/src/tests/ws_controller_test.rs", "Rust", 0, 187, 0, 0, 0, 23, 210
"/home/sanzor/aproc/api/src/token/csrf_token.rs", "Rust", 0, 22, 0, 0, 0, 6, 28
"/home/sanzor/aproc/api/src/token/mod.rs", "Rust", 0, 2, 0, 0, 0, 1, 3
"/home/sanzor/aproc/api/src/token/token_utils.rs", "Rust", 0, 55, 0, 0, 0, 9, 64
"/home/sanzor/aproc/api/src/user_and_actor_resolver/local_user_and_actor_resolver.rs", "Rust", 0, 75, 0, 0, 0, 6, 81
"/home/sanzor/aproc/api/src/user_and_actor_resolver/mod.rs", "Rust", 0, 2, 0, 0, 0, 1, 3
"/home/sanzor/aproc/api/src/user_and_actor_resolver/resolved_user_and_actor.rs", "Rust", 0, 7, 0, 0, 0, 2, 9
"/home/sanzor/aproc/api/static/postlogin.html", "HTML", 14, 0, 0, 0, 0, 0, 14
"/home/sanzor/aproc/audiolib/Cargo.toml", "TOML", 0, 0, 9, 0, 0, 2, 11
"/home/sanzor/aproc/audiolib/src/audio_buffer.rs", "Rust", 0, 118, 0, 0, 0, 12, 130
"/home/sanzor/aproc/audiolib/src/audio_parse.rs", "Rust", 0, 45, 0, 0, 0, 4, 49
"/home/sanzor/aproc/audiolib/src/audio_transform.rs", "Rust", 0, 17, 0, 0, 3, 6, 26
"/home/sanzor/aproc/audiolib/src/decoded_audio.rs", "Rust", 0, 6, 0, 0, 0, 1, 7
"/home/sanzor/aproc/audiolib/src/filters.rs", "Rust", 0, 5, 0, 0, 0, 1, 6
"/home/sanzor/aproc/audiolib/src/layout.rs", "Rust", 0, 47, 0, 0, 0, 8, 55
"/home/sanzor/aproc/audiolib/src/lib.rs", "Rust", 0, 8, 0, 0, 0, 0, 8
"/home/sanzor/aproc/audiolib/src/utils.rs", "Rust", 0, 37, 0, 0, 0, 6, 43
"/home/sanzor/aproc/audiolib/tests/audio_transform_test.rs", "Rust", 0, 92, 0, 0, 0, 11, 103
"/home/sanzor/aproc/audiolib/tests/common.rs", "Rust", 0, 6, 0, 0, 0, 2, 8
"/home/sanzor/aproc/audiolib/tests/file_read_write_test.rs", "Rust", 0, 23, 0, 0, 0, 5, 28
"/home/sanzor/aproc/data-provider/Cargo.toml", "TOML", 0, 0, 17, 0, 0, 1, 18
"/home/sanzor/aproc/data-provider/src/get_all_track_infos_result.rs", "Rust", 0, 5, 0, 0, 0, 3, 8
"/home/sanzor/aproc/data-provider/src/in_memory_region_set_provider.rs", "Rust", 0, 123, 0, 0, 1, 18, 142
"/home/sanzor/aproc/data-provider/src/in_memory_user_provider.rs", "Rust", 0, 87, 0, 0, 0, 7, 94
"/home/sanzor/aproc/data-provider/src/lib.rs", "Rust", 0, 7, 0, 0, 0, 0, 7
"/home/sanzor/aproc/data-provider/src/local_tracks_provider.rs", "Rust", 0, 116, 0, 0, 0, 19, 135
"/home/sanzor/aproc/data-provider/src/region_set_provider.rs", "Rust", 0, 18, 0, 0, 2, 8, 28
"/home/sanzor/aproc/data-provider/src/tracks_provider.rs", "Rust", 0, 25, 0, 0, 0, 5, 30
"/home/sanzor/aproc/data-provider/src/user_provider.rs", "Rust", 0, 27, 0, 0, 0, 3, 30
"/home/sanzor/aproc/domain/Cargo.toml", "TOML", 0, 0, 10, 0, 0, 1, 11
"/home/sanzor/aproc/domain/src/actors/messages/mod.rs", "Rust", 0, 6, 0, 0, 0, 1, 7
"/home/sanzor/aproc/domain/src/actors/messages/player/add_sink.rs", "Rust", 0, 5, 0, 0, 0, 2, 7
"/home/sanzor/aproc/domain/src/actors/messages/player/get_player_state.rs", "Rust", 0, 10, 0, 0, 0, 4, 14
"/home/sanzor/aproc/domain/src/actors/messages/player/mod.rs", "Rust", 0, 7, 0, 0, 0, 2, 9
"/home/sanzor/aproc/domain/src/actors/messages/player/pause.rs", "Rust", 0, 2, 0, 0, 0, 2, 4
"/home/sanzor/aproc/domain/src/actors/messages/player/play.rs", "Rust", 0, 2, 0, 0, 0, 2, 4
"/home/sanzor/aproc/domain/src/actors/messages/player/remove_sink.rs", "Rust", 0, 4, 0, 0, 0, 2, 6
"/home/sanzor/aproc/domain/src/actors/messages/player/seek.rs", "Rust", 0, 4, 0, 0, 0, 2, 6
"/home/sanzor/aproc/domain/src/actors/messages/player/stop.rs", "Rust", 0, 2, 0, 0, 0, 2, 4
"/home/sanzor/aproc/domain/src/actors/messages/region_set/create_region_set.rs", "Rust", 0, 8, 0, 0, 0, 2, 10
"/home/sanzor/aproc/domain/src/actors/messages/region_set/delete_region_set.rs", "Rust", 0, 5, 0, 0, 0, 1, 6
"/home/sanzor/aproc/domain/src/actors/messages/region_set/edit_region_set.rs", "Rust", 0, 8, 0, 0, 0, 2, 10
"/home/sanzor/aproc/domain/src/actors/messages/region_set/mod.rs", "Rust", 0, 3, 0, 0, 0, 0, 3
"/home/sanzor/aproc/domain/src/actors/messages/regions/add_region.rs", "Rust", 0, 15, 0, 0, 0, 4, 19
"/home/sanzor/aproc/domain/src/actors/messages/regions/delete_region.rs", "Rust", 0, 6, 0, 0, 0, 2, 8
"/home/sanzor/aproc/domain/src/actors/messages/regions/edit_region.rs", "Rust", 0, 11, 0, 0, 0, 2, 13
"/home/sanzor/aproc/domain/src/actors/messages/regions/get_region_set.rs", "Rust", 0, 9, 0, 0, 0, 2, 11
"/home/sanzor/aproc/domain/src/actors/messages/regions/mod.rs", "Rust", 0, 4, 0, 0, 0, 0, 4
"/home/sanzor/aproc/domain/src/actors/messages/tracks/copy_track.rs", "Rust", 0, 10, 0, 0, 0, 2, 12
"/home/sanzor/aproc/domain/src/actors/messages/tracks/delete_track.rs", "Rust", 0, 6, 0, 0, 0, 2, 8
"/home/sanzor/aproc/domain/src/actors/messages/tracks/get_stored_track.rs", "Rust", 0, 9, 0, 0, 0, 3, 12
"/home/sanzor/aproc/domain/src/actors/messages/tracks/get_track_info.rs", "Rust", 0, 9, 0, 0, 0, 3, 12
"/home/sanzor/aproc/domain/src/actors/messages/tracks/get_tracks.rs", "Rust", 0, 7, 0, 0, 0, 4, 11
"/home/sanzor/aproc/domain/src/actors/messages/tracks/insert_track.rs", "Rust", 0, 10, 0, 0, 0, 3, 13
"/home/sanzor/aproc/domain/src/actors/messages/tracks/mod.rs", "Rust", 0, 7, 0, 0, 0, 1, 8
"/home/sanzor/aproc/domain/src/actors/messages/tracks/update_track_info.rs", "Rust", 0, 10, 0, 0, 0, 3, 13
"/home/sanzor/aproc/domain/src/actors/messages/user/create_user_params.rs", "Rust", 0, 0, 0, 0, 0, 2, 2
"/home/sanzor/aproc/domain/src/actors/messages/user/get_user_state.rs", "Rust", 0, 11, 0, 0, 0, 5, 16
"/home/sanzor/aproc/domain/src/actors/messages/user/mod.rs", "Rust", 0, 4, 0, 0, 0, 2, 6
"/home/sanzor/aproc/domain/src/actors/messages/user/remove_user.rs", "Rust", 0, 2, 0, 0, 0, 2, 4
"/home/sanzor/aproc/domain/src/actors/messages/user/update_user.rs", "Rust", 0, 12, 0, 0, 0, 2, 14
"/home/sanzor/aproc/domain/src/actors/messages/user_to_player/mod.rs", "Rust", 0, 5, 0, 0, 0, 1, 6
"/home/sanzor/aproc/domain/src/actors/messages/user_to_player/user_get_player_state.rs", "Rust", 0, 10, 0, 0, 0, 3, 13
"/home/sanzor/aproc/domain/src/actors/messages/user_to_player/user_pause.rs", "Rust", 0, 4, 0, 0, 0, 2, 6
"/home/sanzor/aproc/domain/src/actors/messages/user_to_player/user_play.rs", "Rust", 0, 6, 0, 0, 0, 3, 9
"/home/sanzor/aproc/domain/src/actors/messages/user_to_player/user_seek.rs", "Rust", 0, 5, 0, 0, 0, 2, 7
"/home/sanzor/aproc/domain/src/actors/messages/user_to_player/user_stop.rs", "Rust", 0, 4, 0, 0, 0, 2, 6
"/home/sanzor/aproc/domain/src/actors/mod.rs", "Rust", 0, 8, 0, 0, 0, 1, 9
"/home/sanzor/aproc/domain/src/actors/player_state.rs", "Rust", 0, 6, 0, 0, 0, 2, 8
"/home/sanzor/aproc/domain/src/actors/user_dsp_transform_command.rs", "Rust", 0, 0, 0, 0, 0, 1, 1
"/home/sanzor/aproc/domain/src/actors/user_player_command.rs", "Rust", 0, 17, 0, 0, 0, 1, 18
"/home/sanzor/aproc/domain/src/actors/user_player_command_result.rs", "Rust", 0, 4, 0, 0, 0, 1, 5
"/home/sanzor/aproc/domain/src/actors/user_player_state_query.rs", "Rust", 0, 3, 0, 0, 0, 1, 4
"/home/sanzor/aproc/domain/src/actors/user_player_state_query_result.rs", "Rust", 0, 8, 0, 0, 0, 1, 9
"/home/sanzor/aproc/domain/src/actors/user_state_query.rs", "Rust", 0, 1, 0, 0, 0, 1, 2
"/home/sanzor/aproc/domain/src/actors/user_update_params.rs", "Rust", 0, 5, 0, 0, 0, 1, 6
"/home/sanzor/aproc/domain/src/create_domain_user_params.rs", "Rust", 0, 7, 0, 0, 0, 1, 8
"/home/sanzor/aproc/domain/src/domain_user.rs", "Rust", 0, 20, 0, 0, 0, 3, 23
"/home/sanzor/aproc/domain/src/lib.rs", "Rust", 0, 10, 0, 0, 0, 1, 11
"/home/sanzor/aproc/domain/src/raw_track.rs", "Rust", 0, 12, 0, 0, 0, 2, 14
"/home/sanzor/aproc/domain/src/regions/add_region_params.rs", "Rust", 0, 11, 0, 0, 0, 2, 13
"/home/sanzor/aproc/domain/src/regions/create_region_set_params.rs", "Rust", 0, 5, 0, 0, 0, 0, 5
"/home/sanzor/aproc/domain/src/regions/delete_region_params.rs", "Rust", 0, 4, 0, 0, 0, 0, 4
"/home/sanzor/aproc/domain/src/regions/edit_region_params.rs", "Rust", 0, 7, 0, 0, 0, 0, 7
"/home/sanzor/aproc/domain/src/regions/edit_region_set_params.rs", "Rust", 0, 5, 0, 0, 0, 1, 6
"/home/sanzor/aproc/domain/src/regions/mod.rs", "Rust", 0, 7, 0, 0, 0, 0, 7
"/home/sanzor/aproc/domain/src/regions/region.rs", "Rust", 0, 9, 0, 0, 0, 1, 10
"/home/sanzor/aproc/domain/src/regions/region_set.rs", "Rust", 0, 10, 0, 0, 0, 2, 12
"/home/sanzor/aproc/domain/src/stored_track.rs", "Rust", 0, 8, 0, 0, 1, 2, 11
"/home/sanzor/aproc/domain/src/track.rs", "Rust", 0, 9, 0, 0, 0, 3, 12
"/home/sanzor/aproc/domain/src/track_meta.rs", "Rust", 0, 7, 0, 0, 0, 3, 10
"/home/sanzor/aproc/domain/src/update_track_info_params.rs", "Rust", 0, 3, 0, 0, 0, 0, 3
"/home/sanzor/aproc/domain/src/user.rs", "Rust", 0, 5, 0, 0, 0, 1, 6
"/home/sanzor/aproc/dtos/Cargo.toml", "TOML", 0, 0, 4, 0, 0, 2, 6
"/home/sanzor/aproc/dtos/src/inbound/get_state_params.rs", "Rust", 0, 2, 0, 0, 0, 1, 3
"/home/sanzor/aproc/dtos/src/lib.rs", "Rust", 0, 0, 0, 0, 0, 1, 1
"/home/sanzor/aproc/dtos/src/outbound/get_state_result.rs", "Rust", 0, 2, 0, 0, 0, 1, 3
"/home/sanzor/aproc/player/Cargo.toml", "TOML", 0, 0, 12, 0, 0, 1, 13
"/home/sanzor/aproc/player/src/audio_sink/audio_sink.rs", "Rust", 0, 8, 0, 0, 0, 3, 11
"/home/sanzor/aproc/player/src/audio_sink/cpal_sink.rs", "Rust", 0, 80, 0, 0, 0, 6, 86
"/home/sanzor/aproc/player/src/audio_sink/mod.rs", "Rust", 0, 5, 0, 0, 0, 1, 6
"/home/sanzor/aproc/player/src/audio_sink/queue_sink.rs", "Rust", 0, 18, 0, 0, 0, 5, 23
"/home/sanzor/aproc/player/src/audio_sink/std_sink.rs", "Rust", 0, 16, 0, 0, 0, 4, 20
"/home/sanzor/aproc/player/src/audio_source/audio_source.rs", "Rust", 0, 7, 0, 0, 0, 3, 10
"/home/sanzor/aproc/player/src/audio_source/mod.rs", "Rust", 0, 2, 0, 0, 0, 1, 3
"/home/sanzor/aproc/player/src/audio_source/queue_source.rs", "Rust", 0, 17, 0, 0, 0, 5, 22
"/home/sanzor/aproc/player/src/lib.rs", "Rust", 0, 7, 0, 0, 0, 2, 9
"/home/sanzor/aproc/player/src/player_params.rs", "Rust", 0, 4, 0, 0, 0, 1, 5
"/home/sanzor/aproc/player/src/tests/mod.rs", "Rust", 0, 2, 0, 0, 0, 1, 3
"/home/sanzor/aproc/player/src/tests/sink_test.rs", "Rust", 0, 23, 0, 0, 0, 4, 27
"/home/sanzor/aproc/player/src/tests/test_sink.rs", "Rust", 0, 22, 0, 0, 0, 3, 25
"Total", "-", 14, 5795, 4357, 13, 36, 1259, 11474
